UTM_x,UTM_y,S2004,S2005,S2006,S2007,S2008,S2009,S2010,S2011,S2012
571048.7466,1677353.559,NA,NA,NA,0,0,NA,NA,NA,NA
571049.5494,1677349.75,NA,NA,NA,0,0,0,0,0,0
571048.7851,1677348.62,NA,NA,NA,0,0,NA,NA,NA,NA
571050.0511,1677347.37,NA,NA,NA,0,0,NA,NA,NA,NA
571054.6133,1677344.747,NA,NA,NA,0,0,0,0,0,0
571059.3997,1677350.573,NA,NA,NA,0,0,0,0,0,0
571043.6743,1677334.823,NA,NA,NA,0,0,0,0,0,0
571037.1587,1677327.69,NA,NA,NA,0,0,0,0,0,0
571018.423,1677326.222,NA,NA,NA,0,0,0,0,0,0
571016.6937,1677324.915,NA,NA,NA,0,0,0,0,0,0
571011.0427,1677318.436,NA,NA,NA,0,0,0,0,0,0
571007.2063,1677327.126,NA,NA,NA,0,0,0,0,0,0
571028.3971,1677335.969,NA,NA,NA,0,0,0,0,0,0
571031.4927,1677335.549,NA,NA,NA,0,0,0,0,0,0
570994.7471,1677338.682,NA,NA,NA,0,0,0,0,0,0
571037.4681,1677350.001,NA,NA,NA,0,0,0,0,0,0
571038.4331,1677350.178,NA,NA,NA,0,0,NA,NA,NA,NA
571009.0744,1677323.019,NA,NA,NA,0,0,NA,NA,NA,NA
571031.4157,1677345.426,NA,NA,NA,0,0,0,0,0,0
571026.9538,1677347.572,NA,NA,NA,0,0,0,0,0,0
571022.3297,1677345.733,NA,NA,NA,0,0,NA,NA,NA,NA
571017.6671,1677348.832,NA,NA,NA,0,0,0,0,0,0
571013.645,1677344.135,NA,NA,NA,0,0,NA,NA,NA,NA
570611.0992,1677271.481,NA,NA,NA,0,0,0,0,0,0
570623.7986,1677283.156,NA,NA,NA,0,0,0,0,0,0
570640.5542,1677293.274,NA,NA,NA,0,1,1,1,1,1
570643.7087,1677277.254,NA,NA,NA,0,0,0,1,1,1
570656.3414,1677270.226,NA,NA,NA,0,0,0,0,0,0
570676.6763,1677290.729,NA,NA,NA,0,0,0,0,NA,NA
570678.5254,1677286.1,NA,NA,NA,0,0,0,0,NA,NA
570677.7897,1677285.075,NA,NA,NA,0,0,NA,1,NA,NA
570679.6355,1677282.842,NA,NA,NA,0,0,0,0,0,0
570679.9138,1677281.429,NA,NA,NA,0,0,0,0,0,0
570681.5773,1677277.741,NA,NA,NA,0,0,NA,NA,NA,NA
570681.5839,1677272.948,NA,NA,NA,0,0,0,0,0,0
570681.8589,1677273.931,NA,NA,NA,0,0,NA,NA,NA,NA
570682.4091,1677275.897,NA,NA,NA,0,0,0,0,NA,NA
570683.7145,1677264.508,NA,NA,NA,0,0,0,0,0,0
570714.3794,1677301.857,NA,NA,NA,0,0,0,0,0,0
570717.4316,1677290.009,NA,NA,NA,0,0,0,0,0,0
570717.7933,1677282.166,NA,NA,NA,0,0,0,0,0,0
570748.0553,1677291.815,NA,NA,NA,0,0,0,0,0,0
570803.7637,1677317.318,NA,NA,NA,0,0,0,0,0,0
570829.424,1677296.55,NA,NA,NA,0,0,0,NA,NA,NA
570848.2705,1677291.474,NA,NA,NA,0,0,0,0,1,1
570873.4412,1677327.139,NA,NA,NA,0,0,NA,NA,NA,NA
570909.4759,1677332.251,NA,NA,NA,0,0,0,0,0,1
570840.4634,1677286.129,NA,NA,NA,0,0,0,0,0,0
570942.1955,1677321.275,NA,NA,NA,0,0,0,0,0,0
570947.163,1677307.324,NA,NA,NA,0,0,0,0,0,0
570977.7406,1677338.521,NA,NA,NA,0,0,0,NA,NA,NA
570978.6017,1677315.904,NA,NA,NA,0,0,NA,NA,NA,NA
570976.5951,1677311.589,NA,NA,NA,0,0,0,0,0,0
570977.1634,1677322.571,NA,NA,NA,0,0,0,0,0,1
570987.0993,1677313.142,NA,NA,NA,0,0,0,0,0,0
570983.7612,1677309.956,NA,NA,NA,0,0,0,0,0,0
570991.0026,1677323.157,NA,NA,NA,0,0,0,0,0,0
570992.1298,1677327.32,NA,NA,NA,0,0,NA,0,0,0
570609.216,1677233.44,NA,NA,NA,0,0,0,0,0,0
570621.0006,1677240.24,NA,NA,NA,0,0,0,NA,NA,NA
570624.296,1677242.546,NA,NA,NA,0,0,0,0,0,0
570639.8901,1677239.521,NA,NA,NA,0,0,0,0,0,0
570666.2349,1677244.737,NA,NA,NA,0,0,0,0,NA,NA
570690.7397,1677247.873,NA,NA,NA,0,0,0,0,0,0
570690.1831,1677250.7,NA,NA,NA,0,0,0,0,0,0
570723.3954,1677244.097,NA,NA,NA,0,0,0,0,0,0
570786.7974,1677258.307,NA,NA,NA,0,1,1,NA,NA,NA
570864.3008,1677267,NA,NA,NA,0,0,0,0,NA,NA
570915.6698,1677285.38,NA,NA,NA,0,0,0,0,0,0
570917.0417,1677288.098,NA,NA,NA,0,0,0,0,0,0
570921.9611,1677287.987,NA,NA,NA,0,0,NA,NA,NA,NA
570926.8806,1677287.876,NA,NA,NA,0,0,0,0,0,0
570929.6244,1677293.312,NA,NA,NA,0,0,0,0,0,0
570959.3465,1677291.693,NA,NA,NA,0,0,0,0,0,0
570970.909,1677288.02,NA,NA,NA,0,0,NA,NA,NA,NA
570982.333,1677307.221,NA,NA,NA,0,0,0,0,0,0
571003.3615,1677312.078,NA,NA,NA,0,0,0,0,0,NA
571064.0689,1677309.396,NA,NA,NA,0,0,0,0,0,0
571064.5514,1677309.485,NA,NA,NA,0,0,NA,NA,NA,NA
571063.3665,1677312.729,NA,NA,NA,0,0,0,0,0,0
571077.9988,1677291.289,NA,NA,NA,0,0,0,0,0,0
571063.3888,1677295.666,NA,NA,NA,0,0,NA,NA,NA,NA
571060.6117,1677294.675,NA,NA,NA,0,0,0,0,0,0
571060.0984,1677292.095,NA,NA,NA,0,0,0,0,0,0
571062.6447,1677283.584,NA,NA,NA,0,0,0,0,0,0
571050.635,1677289.917,NA,NA,NA,0,0,0,0,0,0
571054.0481,1677282.058,NA,NA,NA,0,0,0,0,0,0
571043.9316,1677294.204,NA,NA,NA,0,0,0,0,0,0
571045.1691,1677287.453,NA,NA,NA,0,0,0,0,0,0
571047.1851,1677281.836,NA,NA,NA,0,0,0,0,0,0
571039.6861,1677290.462,NA,NA,NA,0,0,0,0,0,0
571026.4904,1677287.124,NA,NA,NA,0,0,0,0,0,0
571024.6856,1677280.829,NA,NA,NA,0,0,0,0,0,0
571014.3382,1677283.473,NA,NA,NA,0,0,0,1,1,0
571016.337,1677283.33,NA,NA,NA,0,0,1,1,1,NA
571015.8409,1677275.275,NA,NA,NA,0,0,0,0,0,NA
571012.0561,1677279.782,NA,NA,NA,0,0,0,0,0,0
571011.8434,1677275.561,NA,NA,NA,0,0,0,1,0,NA
570975.3926,1677277.055,NA,NA,NA,0,0,0,0,0,0
570978.9627,1677279.236,NA,NA,NA,0,0,NA,NA,NA,NA
570966.9865,1677279.965,NA,NA,NA,0,0,NA,NA,NA,NA
570924.0314,1677265.794,NA,NA,NA,0,0,0,0,0,0
570797.3373,1677241.852,NA,NA,NA,0,0,0,0,0,0
570677.9715,1677222.396,NA,NA,NA,0,1,1,1,1,1
570677.5051,1677222.347,NA,NA,NA,0,0,0,0,NA,NA
570657.4558,1677236.96,NA,NA,NA,0,0,0,0,0,0
570617.6003,1677233.706,NA,NA,NA,0,0,0,0,0,0
570617.247,1677233.218,NA,NA,NA,0,0,0,0,0,0
570609.7847,1677228.26,NA,NA,NA,0,0,1,1,0,0
570604.2921,1677227.221,NA,NA,NA,0,0,0,0,0,0
570641.7384,1677200.41,NA,NA,NA,0,0,0,1,1,1
570669.5542,1677209.076,NA,NA,NA,0,0,0,0,NA,NA
570674.5298,1677216.559,NA,NA,NA,0,0,0,0,NA,NA
570667.0899,1677219.865,NA,NA,NA,0,0,0,0,0,0
570675.5013,1677203.107,NA,NA,NA,0,0,0,NA,NA,NA
570711.7718,1677208.815,NA,NA,NA,0,0,0,NA,NA,NA
570755.1981,1677219.601,NA,NA,NA,0,0,0,0,0,0
570799.7328,1677220.137,NA,NA,NA,0,0,0,0,0,0
570866.9411,1677243.601,NA,NA,NA,0,0,1,1,0,NA
570872.6446,1677245.892,NA,NA,NA,0,0,0,0,NA,NA
570879.5373,1677247.4,NA,NA,NA,0,0,0,0,0,0
570916.6572,1677237.251,NA,NA,NA,0,0,0,0,0,0
570922.824,1677250.041,NA,NA,NA,0,0,NA,NA,NA,NA
570943.0374,1677247.371,NA,NA,NA,0,NA,NA,NA,NA,NA
570948.6312,1677254.944,NA,NA,NA,0,1,1,1,0,1
570995.8693,1677257.788,NA,NA,NA,0,0,0,0,0,0
570996.5949,1677261.9,NA,NA,NA,0,0,0,0,0,NA
570996.7545,1677266.41,NA,NA,NA,0,0,0,0,0,0
571008.2338,1677262.971,NA,NA,NA,0,0,0,0,0,0
571009.189,1677263.14,NA,NA,NA,0,0,0,0,0,0
571020.2976,1677267.104,NA,NA,NA,0,0,0,0,0,0
571018.688,1677267.814,NA,NA,NA,0,0,NA,NA,NA,NA
571019.502,1677271.444,NA,NA,NA,0,0,0,0,0,0
571010.1982,1677273.776,NA,NA,NA,0,0,1,1,0,0
571024.7027,1677275.355,NA,NA,NA,0,0,0,0,0,0
571048.4054,1677280.559,NA,NA,NA,0,0,0,0,0,0
571061.8835,1677276.976,NA,NA,NA,0,0,0,0,0,0
571060.1328,1677281.147,NA,NA,NA,0,0,0,0,0,0
571074.7428,1677276.77,NA,NA,NA,0,NA,NA,NA,NA,NA
571082.0135,1677285.529,NA,NA,NA,0,0,0,0,0,0
571083.3737,1677267.348,NA,NA,NA,0,0,0,0,0,0
571079.2681,1677246.703,NA,NA,NA,0,0,0,0,0,0
571070.8852,1677260.152,NA,NA,NA,0,0,0,0,0,0
571059.9534,1677255.224,NA,NA,NA,0,NA,NA,NA,NA,NA
570972.1632,1677238.884,NA,NA,NA,0,0,0,0,0,0
570973.007,1677234.036,NA,NA,NA,0,0,0,0,0,0
570972.3887,1677231.916,NA,NA,NA,0,0,NA,NA,NA,NA
570977.8429,1677228.946,NA,NA,NA,0,0,0,0,0,0
570964.7422,1677230.463,NA,NA,NA,0,0,0,0,0,0
570939.4903,1677239.386,NA,NA,NA,0,0,0,0,0,0
570910.9354,1677216.234,NA,NA,NA,0,0,NA,NA,NA,NA
570910.9354,1677216.234,NA,NA,NA,0,0,0,0,0,0
570893.4436,1677219.726,NA,NA,NA,0,0,0,0,NA,NA
570872.3889,1677222.054,NA,NA,NA,0,0,NA,NA,NA,NA
570864.7355,1677209.204,NA,NA,NA,0,0,1,1,0,0
570803.1701,1677203.376,NA,NA,NA,0,0,0,NA,NA,NA
570785.286,1677200.278,NA,NA,NA,0,0,0,0,0,0
570780.8459,1677206.546,NA,NA,NA,0,0,0,0,0,0
570704.3442,1677205.088,NA,NA,NA,0,0,0,0,NA,NA
570668.5991,1677200.714,NA,NA,NA,0,0,0,0,0,0
570667.9116,1677182.818,NA,NA,NA,0,0,0,0,NA,NA
570668.2539,1677184.246,NA,NA,NA,0,0,0,0,0,0
570667.3418,1677183.222,NA,NA,NA,0,0,0,0,NA,NA
570668.9487,1677186.64,NA,NA,NA,0,0,0,0,NA,NA
570665.9949,1677184.938,NA,NA,NA,0,0,0,0,0,0
570665.5907,1677184.617,NA,NA,NA,0,0,0,0,0,0
570662.5251,1677193.859,NA,NA,NA,0,0,1,1,0,0
570663.6143,1677199.543,NA,NA,NA,0,0,0,0,NA,NA
570652.751,1677184.388,NA,NA,NA,0,0,0,0,0,0
570646.6157,1677181.983,NA,NA,NA,0,0,0,0,0,0
570655.6865,1677198.713,NA,NA,NA,0,1,0,0,0,0
570650.6603,1677197.723,NA,NA,NA,0,0,0,0,0,0
570648.4314,1677192.848,NA,NA,NA,0,0,0,0,0,0
570635.426,1677193.344,NA,NA,NA,0,0,0,0,0,0
570635.9951,1677188.762,NA,NA,NA,0,0,0,0,0,0
570639.8277,1677180.344,NA,NA,NA,0,0,0,0,NA,NA
570628.1203,1677193.973,NA,NA,NA,0,0,0,0,NA,NA
570621.903,1677196.107,NA,NA,NA,0,0,0,0,0,0
570617.0789,1677169.145,NA,NA,NA,0,0,0,0,NA,NA
570623.2449,1677169.326,NA,NA,NA,0,0,0,0,NA,NA
570666.2004,1677175.676,NA,NA,NA,0,0,0,0,0,0
570669.362,1677180.649,NA,NA,NA,0,0,0,0,0,0
570690.3258,1677178.757,NA,NA,NA,0,0,0,0,0,0
570716.5105,1677182.932,NA,NA,NA,0,0,0,0,0,0
570715.4555,1677183.25,NA,NA,NA,0,0,0,NA,NA,NA
570779.0457,1677187.11,NA,NA,NA,0,0,0,0,0,0
570796.3258,1677188.943,NA,NA,NA,0,0,0,0,0,0
570789.6217,1677187.506,NA,NA,NA,0,0,NA,NA,NA,NA
570817.2286,1677192.519,NA,NA,NA,0,0,0,0,0,0
570827.6536,1677194.362,NA,NA,NA,0,0,0,NA,NA,NA
570842.6039,1677191.699,NA,NA,NA,0,0,NA,NA,NA,NA
570866.0251,1677190.876,NA,NA,NA,0,0,0,NA,NA,NA
570880.526,1677202.444,NA,NA,NA,0,0,0,NA,NA,NA
570896.0433,1677209.558,NA,NA,NA,0,0,1,NA,NA,NA
570637.0777,1677161.026,NA,NA,NA,0,0,NA,NA,NA,NA
570932.2734,1677212.776,NA,NA,NA,0,0,1,1,1,1
570938.2891,1677217.925,NA,NA,NA,0,0,NA,NA,NA,NA
570982.2009,1677223.765,NA,NA,NA,0,0,1,1,1,1
570990.8593,1677227.914,NA,NA,NA,0,0,0,NA,NA,NA
570996.0266,1677226.592,NA,NA,NA,0,0,0,0,0,0
571001.2788,1677225.588,NA,NA,NA,0,1,1,0,0,0
571020.2396,1677216.307,NA,NA,NA,0,0,0,0,0,0
571039.3801,1677235.638,NA,NA,NA,0,0,0,0,0,0
571043.094,1677228.829,NA,NA,NA,0,0,0,0,0,0
571051.973,1677223.434,NA,NA,NA,0,NA,NA,NA,NA,NA
571078.7905,1677246.618,NA,NA,NA,0,0,0,0,0,0
571080.6296,1677241.965,NA,NA,NA,0,0,0,0,0,0
571086.5903,1677239.04,NA,NA,NA,0,0,0,NA,NA,NA
570667.3252,1677151.936,NA,NA,NA,0,0,0,0,NA,NA
570666.7148,1677156.699,NA,NA,NA,0,0,0,0,0,0
570665.3462,1677153.493,NA,NA,NA,0,0,0,0,0,0
570665.0995,1677163.771,NA,NA,NA,0,0,0,0,0,0
570707.6484,1677157.268,NA,NA,NA,0,0,0,0,0,0
570807.9115,1677167.168,NA,NA,NA,0,0,0,0,0,NA
570852.6849,1677184.183,NA,NA,NA,0,0,0,0,0,0
570895.4841,1677173.639,NA,NA,NA,0,0,0,0,0,NA
570990.047,1677195.71,NA,NA,NA,0,0,0,0,0,0
570994.7418,1677197.103,NA,NA,NA,0,0,0,0,0,0
570994.3758,1677202.041,NA,NA,NA,0,0,0,0,0,0
571003.4871,1677197.4,NA,NA,NA,0,0,0,0,0,0
571022.0959,1677206.181,NA,NA,NA,0,0,0,0,0,0
571021.9547,1677209.641,NA,NA,NA,0,0,0,0,0,0
571025.8467,1677215.311,NA,NA,NA,0,0,0,0,0,NA
571028.87,1677201.508,NA,NA,NA,0,1,1,1,1,0
571026.4114,1677201.47,NA,NA,NA,0,1,1,1,0,0
571043.2682,1677200.977,NA,NA,NA,0,0,0,0,0,NA
571042.2431,1677209.259,NA,NA,NA,0,0,0,0,0,0
571049.9201,1677213.112,NA,NA,NA,0,0,NA,NA,NA,NA
571054.642,1677203.494,NA,NA,NA,0,0,0,1,1,1
571051.3344,1677205.396,NA,NA,NA,0,0,0,0,1,NA
571081.5997,1677212.462,NA,NA,NA,0,0,NA,0,0,0
571062.8335,1677223.371,NA,NA,NA,0,0,NA,NA,NA,NA
570620.9166,1677135.765,NA,NA,NA,0,0,0,0,0,0
570627.0926,1677124.014,NA,NA,NA,0,0,0,0,0,NA
570652.8863,1677139.928,NA,NA,NA,0,0,0,0,0,NA
570690.5725,1677143.139,NA,NA,NA,0,0,0,0,0,0
570740.279,1677137.205,NA,NA,NA,0,0,0,0,0,0
570757.9134,1677139.384,NA,NA,NA,0,0,0,0,0,0
570800.6149,1677154.739,NA,NA,NA,0,0,0,0,0,0
570813.6154,1677148.411,NA,NA,NA,0,0,0,0,0,0
570820.4604,1677158.081,NA,NA,NA,0,0,NA,NA,NA,NA
570853.9082,1677157.005,NA,NA,NA,0,0,NA,0,0,0
570859.6014,1677164.568,NA,NA,NA,0,0,0,0,0,0
570859.9451,1677158.688,NA,NA,NA,0,0,0,0,0,0
570873.7136,1677163.729,NA,NA,NA,0,0,0,0,0,0
570986.5882,1677181.902,NA,NA,NA,0,0,0,0,0,0
570987.9682,1677177.172,NA,NA,NA,0,0,0,0,0,0
571034.9381,1677198.648,NA,NA,NA,0,0,0,0,0,0
571078.1389,1677192.856,NA,NA,NA,0,0,0,0,0,0
571088.1469,1677202.446,NA,NA,NA,0,0,NA,0,0,NA
571094.5277,1677198.806,NA,NA,NA,0,0,0,0,0,0
571094.9997,1677198.901,NA,NA,NA,0,0,NA,NA,NA,NA
571096.4402,1677198.698,NA,NA,NA,0,0,NA,NA,NA,NA
571098.631,1677174.039,NA,NA,NA,0,0,0,0,0,0
571095.8308,1677182.335,NA,NA,NA,0,0,0,0,0,0
571084.649,1677177.136,NA,NA,NA,0,0,0,0,0,0
571071.0901,1677181.302,NA,NA,NA,0,0,0,0,0,0
571060.3971,1677166.359,NA,NA,NA,0,0,NA,NA,NA,NA
571050.7468,1677162.944,NA,NA,NA,0,0,0,0,0,0
571038.8947,1677176.804,NA,NA,NA,0,1,1,1,1,1
571023.4571,1677161.399,NA,NA,NA,0,0,NA,0,NA,NA
571019.5342,1677163.564,NA,NA,NA,0,1,NA,1,NA,NA
570921.2839,1677157.859,NA,NA,NA,0,0,NA,NA,NA,NA
570995.1798,1677171.026,NA,NA,NA,0,0,0,0,0,NA
570995.1354,1677161.045,NA,NA,NA,0,0,0,0,0,1
570623.2042,1677112.665,NA,NA,NA,0,0,NA,NA,NA,NA
570626.1801,1677114.611,NA,NA,NA,0,0,NA,NA,NA,NA
570707.5318,1677128.13,NA,NA,NA,0,0,0,0,0,0
570744.5373,1677134.964,NA,NA,NA,0,0,0,NA,NA,NA
570813.8062,1677133.639,NA,NA,NA,0,0,NA,NA,NA,NA
570859.9554,1677144.876,NA,NA,NA,0,0,0,0,0,0
570906.0831,1677153.155,NA,NA,NA,0,0,0,0,0,0
570972.0318,1677153.781,NA,NA,NA,0,0,NA,NA,NA,NA
570974.5691,1677167.713,NA,NA,NA,0,0,0,0,0,0
571021.8868,1677154.686,NA,NA,NA,0,0,0,0,NA,NA
571031.4494,1677154.146,NA,NA,NA,0,0,0,0,0,0
571074.2249,1677156.833,NA,NA,NA,0,0,0,0,0,0
571075.34,1677153.612,NA,NA,NA,0,0,0,0,0,0
571087.4144,1677150.525,NA,NA,NA,0,0,0,0,1,0
571095.889,1677162.169,NA,NA,NA,0,0,0,0,0,0
571098.3958,1677159.719,NA,NA,NA,0,0,0,0,0,0
571095.9944,1677169.572,NA,NA,NA,0,0,0,0,0,0
570999.5203,1677138.92,NA,NA,NA,0,0,0,NA,NA,NA
570993.0878,1677131.249,NA,NA,NA,0,0,0,0,NA,NA
570994.0049,1677131.618,NA,NA,NA,0,0,0,0,NA,NA
570994.8685,1677132.575,NA,NA,NA,0,0,0,0,NA,NA
570987.2118,1677133.154,NA,NA,NA,0,0,0,0,0,NA
570970.4115,1677136.03,NA,NA,NA,0,0,NA,NA,NA,NA
570955.1828,1677124.738,NA,NA,NA,0,0,0,0,0,0
570991.5297,1677137.941,NA,NA,NA,0,0,NA,NA,NA,NA
570881.0015,1677125.597,NA,NA,NA,0,0,0,0,0,0
570883.1687,1677130.78,NA,NA,NA,0,0,0,0,0,0
570865.4674,1677122.819,NA,NA,NA,0,0,0,0,0,0
570793.3162,1677113.32,NA,NA,NA,0,0,NA,NA,NA,NA
570632.7655,1677100.27,NA,NA,NA,0,0,0,0,0,0
570643.6463,1677083.04,NA,NA,NA,0,0,0,0,0,0
570655.0161,1677066.36,NA,NA,NA,0,0,NA,0,0,0
570711.5627,1677090.492,NA,NA,NA,0,0,0,0,1,0
570728.8202,1677085.588,NA,NA,NA,0,0,0,NA,NA,NA
571004.1945,1677129.314,NA,NA,NA,0,0,0,0,0,0
571004.3058,1677122.852,NA,NA,NA,0,0,0,0,0,NA
571087.3944,1677131.918,NA,NA,NA,0,0,0,NA,NA,NA
571096.598,1677148.039,NA,NA,NA,0,0,0,0,0,0
570790.3056,1677078.36,NA,NA,NA,0,0,NA,NA,NA,NA
570802.5376,1677083.824,NA,NA,NA,0,0,0,0,0,0
570964.7316,1677098.082,NA,NA,NA,0,0,0,0,0,NA
570990.4171,1677097.846,NA,NA,NA,0,0,0,0,0,NA
571000.3886,1677103.181,NA,NA,NA,0,0,0,0,1,0
571027.3142,1677095.22,NA,NA,NA,0,0,0,0,0,0
570995.3897,1677073.904,NA,NA,NA,0,0,0,0,0,NA
571085.2372,1677088.106,NA,NA,NA,0,0,0,0,0,0
571068.6251,1677073.916,NA,NA,NA,0,0,0,0,0,0
571000.1234,1677067.686,NA,NA,NA,0,0,0,0,0,0
570993.5587,1677060.056,NA,NA,NA,0,1,NA,NA,NA,NA
570993.8475,1677071.312,NA,NA,NA,0,0,NA,NA,NA,NA
570993.0969,1677063.248,NA,NA,NA,0,0,NA,NA,NA,NA
570948.4969,1677053.493,NA,NA,NA,0,0,0,0,0,1
570799.3508,1677027.721,NA,NA,NA,0,0,NA,NA,NA,NA
570783.652,1677024.162,NA,NA,NA,0,1,1,1,1,1
570772.3795,1677035.509,NA,NA,NA,0,0,0,0,0,0
570677.9276,1676991.532,NA,NA,NA,0,0,0,0,NA,NA
570664.8627,1676952.615,NA,NA,NA,0,0,0,0,NA,NA
570679.3532,1676994.694,NA,NA,NA,0,0,1,1,0,0
570687.7683,1676952.067,NA,NA,NA,0,0,1,1,0,0
570684.7438,1676991.41,NA,NA,NA,0,0,1,0,0,0
570798.7517,1676981.275,NA,NA,NA,0,0,1,0,0,NA
570883.8303,1677016.325,NA,NA,NA,0,0,NA,NA,NA,NA
570800.6337,1676981.462,NA,NA,NA,0,0,NA,NA,NA,NA
570986.3878,1677049.989,NA,NA,NA,0,0,0,0,0,NA
570794.3724,1676972.359,NA,NA,NA,0,0,0,0,0,0
570986.7836,1677047.253,NA,NA,NA,0,0,0,0,0,0
570827.605,1676973.675,NA,NA,NA,0,0,0,0,0,NA
570987.3898,1677049.689,NA,NA,NA,0,0,NA,NA,NA,NA
570839.1846,1676982.664,NA,NA,NA,0,0,NA,NA,NA,NA
570990.066,1677051.068,NA,NA,NA,0,0,NA,NA,NA,NA
570863.1608,1676980.999,NA,NA,NA,0,0,NA,NA,NA,NA
571016.1306,1677049.8,NA,NA,NA,0,0,0,NA,NA,NA
570892.6391,1676991.029,NA,NA,NA,0,0,0,NA,NA,NA
571017.8695,1677050.688,NA,NA,NA,0,0,0,0,0,0
570904.8551,1676990.236,NA,NA,NA,0,0,0,0,0,0
571025.4576,1677059.53,NA,NA,NA,0,0,NA,NA,NA,NA
570918.1661,1676995.49,NA,NA,NA,0,0,NA,NA,NA,NA
571069.2902,1677069.297,NA,NA,NA,0,0,NA,NA,NA,NA
570904.4909,1676993.1,NA,NA,NA,0,0,NA,NA,NA,NA
571070.8591,1677064.88,NA,NA,NA,0,1,1,0,0,0
570933.4743,1676991.681,NA,NA,NA,0,1,1,0,0,0
571065.8629,1677054.232,NA,NA,NA,0,0,0,0,0,1
571013.4993,1677001.726,NA,NA,NA,0,0,0,0,0,0
571088.9617,1677062.24,NA,NA,NA,0,0,0,0,0,0
571055.9663,1677009.599,NA,NA,NA,0,0,0,0,0,0
571105.8162,1677048.834,NA,NA,NA,0,0,0,0,0,0
571051.2076,1677013.497,NA,NA,NA,0,0,0,0,0,0
571089.2824,1677047.056,NA,NA,NA,0,0,NA,0,0,0
571058.1983,1677016.771,NA,NA,NA,0,0,NA,0,0,0
571048.0418,1677035.483,NA,NA,NA,0,0,0,0,0,1
571106.7322,1677012.593,NA,NA,NA,0,0,0,0,0,NA
570986.4699,1677022.915,NA,NA,NA,0,0,NA,NA,NA,NA
571113.8529,1677010.016,NA,NA,NA,0,0,NA,NA,NA,NA
570982.3959,1677024.573,NA,NA,NA,0,0,0,0,0,0
571079.3064,1677003.731,NA,NA,NA,0,0,0,0,0,0
570961.5517,1677029.511,NA,NA,NA,0,NA,NA,NA,NA,NA
571057.3579,1676993.425,NA,NA,NA,0,NA,NA,NA,NA,NA
570960.9455,1677027.075,NA,NA,NA,0,0,0,0,0,NA
571034.2377,1676993.552,NA,NA,NA,0,0,0,0,0,0
570905.1002,1677002.965,NA,NA,NA,0,0,NA,1,1,NA
570934.8707,1676988.318,NA,NA,NA,0,0,NA,1,1,NA
570794.8857,1676987.873,NA,NA,NA,0,0,0,0,0,0
570912.7151,1676964.732,NA,NA,NA,0,0,0,0,0,NA
570798.9242,1676983.287,NA,NA,NA,0,0,0,0,0,0
570884.8606,1676972.721,NA,NA,NA,0,0,0,0,0,NA
570741.6531,1676988.056,NA,NA,NA,0,0,0,0,0,0
570884.3908,1676969.705,NA,NA,NA,0,0,0,0,0,NA
570689.0245,1676988.978,NA,NA,NA,0,1,1,0,0,0
570883.4755,1676969.49,NA,NA,NA,0,1,1,0,0,0
570689.8225,1676972.195,NA,NA,NA,0,0,0,0,0,0
570883.0301,1676972.291,NA,NA,NA,0,0,0,0,0,0
570668.6611,1676970.979,NA,NA,NA,0,0,0,0,0,0
570860.6925,1676969.469,NA,NA,NA,0,0,0,0,0,0
570654.9493,1676971.709,NA,NA,NA,0,0,0,0,0,0
570847.5083,1676950.878,NA,NA,NA,0,0,0,0,0,1
570657.7059,1676941.092,NA,NA,NA,0,0,0,0,0,0
570648.7038,1676944.648,NA,NA,NA,0,0,0,0,0,0
570651.2911,1676931.719,NA,NA,NA,0,0,0,0,0,0
570769.4602,1676934.637,NA,NA,NA,0,0,0,0,0,0
570775.3692,1676941.4,NA,NA,NA,0,0,0,0,NA,NA
570815.0479,1676927.085,NA,NA,NA,0,0,0,0,NA,NA
570874.6082,1676944.649,NA,NA,NA,0,0,0,0,0,0
570875.8204,1676942.996,NA,NA,NA,0,0,0,0,NA,NA
570872.9506,1676949.102,NA,NA,NA,0,0,0,0,0,0
570877.7474,1676944.611,NA,NA,NA,0,0,0,0,0,0
570878.0344,1676944,NA,NA,NA,0,0,NA,NA,NA,NA
570912.7404,1676952.631,NA,NA,NA,0,0,0,0,0,NA
570916.253,1676954.425,NA,NA,NA,0,0,0,0,0,0
570916.5254,1676946.74,NA,NA,NA,0,0,0,0,0,0
571076.936,1676982.867,NA,NA,NA,0,0,NA,0,0,NA
571081.2304,1676987.26,NA,NA,NA,0,0,0,0,0,NA
571081.4023,1676988.737,NA,NA,NA,0,0,0,0,0,NA
571081.9977,1676995.102,NA,NA,NA,0,0,0,0,0,NA
571095.1558,1676990.642,NA,NA,NA,0,0,0,0,0,0
571106.0141,1676978.924,NA,NA,NA,0,0,0,0,0,NA
571080.1706,1676966.906,NA,NA,NA,0,1,NA,NA,NA,NA
571080.1706,1676966.906,NA,NA,NA,0,1,1,0,0,NA
571067.3284,1676962.83,NA,NA,NA,0,0,NA,NA,NA,NA
571033.3865,1676950.688,NA,NA,NA,0,0,0,0,0,0
571015.2956,1676946.989,NA,NA,NA,0,0,0,0,NA,NA
570918.2327,1676936.003,NA,NA,NA,0,0,0,0,0,NA
570915.2275,1676928.034,NA,NA,NA,0,0,0,0,0,1
570917.0703,1676931.372,NA,NA,NA,0,0,0,0,0,NA
570881.8202,1676920.192,NA,NA,NA,0,0,0,0,0,NA
570881.3748,1676922.993,NA,NA,NA,0,0,NA,NA,NA,NA
